Season,Round,EventName,Abbreviation,TeamName,GridPosition,Q1_s,Q2_s,Q3_s,Position
2017,9,Austrian Grand Prix,MAS,Williams,17.0,66.534,9999.0,9999.0,9.0
2017,9,Austrian Grand Prix,STR,Williams,18.0,66.608,9999.0,9999.0,10.0
2017,9,Austrian Grand Prix,PAL,Renault,16.0,66.345,9999.0,9999.0,11.0
2017,9,Austrian Grand Prix,VAN,McLaren,13.0,66.316,65.741,9999.0,12.0
2017,9,Austrian Grand Prix,HUL,Renault,11.0,66.174,65.597,9999.0,13.0
2017,9,Austrian Grand Prix,WEH,Sauber,20.0,67.011,9999.0,9999.0,14.0
2017,9,Austrian Grand Prix,ERI,Sauber,19.0,66.857,9999.0,9999.0,15.0
2017,9,Austrian Grand Prix,KVY,Toro Rosso,14.0,65.99,65.884,9999.0,16.0
2017,9,Austrian Grand Prix,SAI,Toro Rosso,10.0,65.675,65.544,65.726,17.0
2017,9,Austrian Grand Prix,MAG,Haas F1 Team,15.0,66.143,9999.0,9999.0,18.0
2017,9,Austrian Grand Prix,ALO,McLaren,12.0,66.158,65.602,9999.0,19.0
2017,9,Austrian Grand Prix,VER,Red Bull,5.0,65.779,64.948,64.983,20.0
2017,10,British Grand Prix,HAM,Mercedes,1.0,99.069,87.893,86.6,1.0
2017,10,British Grand Prix,BOT,Mercedes,9.0,99.698,88.732,87.376,2.0
2017,10,British Grand Prix,RAI,Ferrari,2.0,100.455,88.992,87.147,3.0
2017,10,British Grand Prix,VER,Red Bull,4.0,98.912,89.431,88.13,4.0
2017,10,British Grand Prix,RIC,Red Bull,19.0,102.966,9999.0,9999.0,5.0
2017,10,British Grand Prix,HUL,Renault,5.0,99.201,89.34,88.856,6.0
2017,10,British Grand Prix,VET,Ferrari,3.0,99.962,88.978,87.356,7.0
2017,10,British Grand Prix,OCO,Force India,7.0,99.738,89.701,89.074,8.0
2017,10,British Grand Prix,PER,Force India,6.0,102.009,89.824,88.902,9.0
2017,10,British Grand Prix,MAS,Williams,14.0,101.874,91.482,9999.0,10.0
2017,10,British Grand Prix,VAN,McLaren,8.0,100.011,90.105,89.418,11.0
2017,10,British Grand Prix,MAG,Haas F1 Team,16.0,102.577,9999.0,9999.0,12.0
2017,10,British Grand Prix,GRO,Haas F1 Team,10.0,102.042,89.966,89.549,13.0
2017,10,British Grand Prix,ERI,Sauber,18.0,102.633,9999.0,9999.0,14.0
2017,10,British Grand Prix,KVY,Toro Rosso,12.0,101.726,90.355,9999.0,15.0
2017,10,British Grand Prix,STR,Williams,15.0,102.573,9999.0,9999.0,16.0
2017,10,British Grand Prix,WEH,Sauber,17.0,102.593,9999.0,9999.0,17.0
2017,10,British Grand Prix,ALO,McLaren,20.0,97.598,90.6,9999.0,18.0
2017,10,British Grand Prix,SAI,Toro Rosso,13.0,101.114,91.368,9999.0,19.0
2017,10,British Grand Prix,PAL,Renault,11.0,101.404,90.193,9999.0,20.0
2017,11,Hungarian Grand Prix,VET,Ferrari,1.0,77.244,76.802,76.276,1.0
2017,11,Hungarian Grand Prix,RAI,Ferrari,2.0,77.364,77.207,76.444,2.0
2017,11,Hungarian Grand Prix,BOT,Mercedes,3.0,78.058,77.362,76.53,3.0
2017,11,Hungarian Grand Prix,HAM,Mercedes,4.0,77.492,76.693,76.707,4.0
2017,11,Hungarian Grand Prix,VER,Red Bull,5.0,77.266,77.028,76.797,5.0
2017,11,Hungarian Grand Prix,ALO,McLaren,7.0,78.395,77.919,77.549,6.0
2017,11,Hungarian Grand Prix,SAI,Toro Rosso,9.0,78.948,78.311,78.912,7.0
2017,11,Hungarian Grand Prix,PER,Force India,13.0,79.095,78.639,9999.0,8.0
2017,11,Hungarian Grand Prix,OCO,Force India,11.0,78.843,78.495,9999.0,9.0
2017,11,Hungarian Grand Prix,VAN,McLaren,8.0,78.479,78.0,77.894,10.0
2017,11,Hungarian Grand Prix,KVY,Toro Rosso,16.0,78.702,78.538,9999.0,11.0
2017,11,Hungarian Grand Prix,PAL,Renault,10.0,78.699,78.415,9999.0,12.0
2017,11,Hungarian Grand Prix,MAG,Haas F1 Team,15.0,79.095,9999.0,9999.0,13.0
2017,11,Hungarian Grand Prix,STR,Williams,17.0,79.102,9999.0,9999.0,14.0
2017,11,Hungarian Grand Prix,WEH,Sauber,18.0,79.839,9999.0,9999.0,15.0
2017,11,Hungarian Grand Prix,ERI,Sauber,20.0,79.972,9999.0,9999.0,16.0
2017,11,Hungarian Grand Prix,HUL,Renault,12.0,78.137,77.655,77.468,17.0
2017,11,Hungarian Grand Prix,DIR,Williams,19.0,79.868,9999.0,9999.0,18.0
2017,11,Hungarian Grand Prix,GRO,Haas F1 Team,14.0,79.085,78.771,9999.0,19.0
2017,11,Hungarian Grand Prix,RIC,Red Bull,6.0,77.702,77.698,76.818,20.0
2017,12,Belgian Grand Prix,HAM,Mercedes,1.0,104.184,102.927,102.553,1.0
2017,12,Belgian Grand Prix,VET,Ferrari,2.0,104.275,103.987,102.795,2.0
2017,12,Belgian Grand Prix,RIC,Red Bull,6.0,105.114,104.224,103.863,3.0
2017,12,Belgian Grand Prix,RAI,Ferrari,4.0,104.729,103.7,103.27,4.0
2017,12,Belgian Grand Prix,BOT,Mercedes,3.0,104.773,103.249,103.094,5.0
2017,12,Belgian Grand Prix,HUL,Renault,7.0,105.28,104.988,104.982,6.0
2017,12,Belgian Grand Prix,GRO,Haas F1 Team,11.0,105.728,105.133,9999.0,7.0
2017,12,Belgian Grand Prix,MAS,Williams,16.0,105.823,9999.0,9999.0,8.0
2017,12,Belgian Grand Prix,OCO,Force India,9.0,105.277,105.006,105.369,9.0
2017,12,Belgian Grand Prix,SAI,Toro Rosso,13.0,105.374,105.439,9999.0,10.0
2017,12,Belgian Grand Prix,STR,Williams,15.0,106.915,9999.0,9999.0,11.0
2017,12,Belgian Grand Prix,KVY,Toro Rosso,19.0,106.028,9999.0,9999.0,12.0
2017,12,Belgian Grand Prix,PAL,Renault,14.0,105.447,104.685,9999.0,13.0
2017,12,Belgian Grand Prix,VAN,McLaren,20.0,105.441,9999.0,9999.0,14.0
2017,12,Belgian Grand Prix,MAG,Haas F1 Team,12.0,105.535,105.4,9999.0,15.0
2017,12,Belgian Grand Prix,ERI,Sauber,17.0,107.214,9999.0,9999.0,16.0
2017,12,Belgian Grand Prix,PER,Force India,8.0,105.591,104.894,105.244,17.0
2017,12,Belgian Grand Prix,ALO,McLaren,10.0,105.668,105.09,9999.0,18.0
2017,12,Belgian Grand Prix,VER,Red Bull,5.0,104.535,103.94,103.38,19.0
2017,12,Belgian Grand Prix,WEH,Sauber,18.0,107.679,9999.0,9999.0,20.0
2017,13,Italian Grand Prix,HAM,Mercedes,1.0,96.009,94.66,95.554,1.0
2017,13,Italian Grand Prix,BOT,Mercedes,4.0,95.716,95.396,97.833,2.0
2017,13,Italian Grand Prix,VET,Ferrari,6.0,97.198,96.223,98.064,3.0
2017,13,Italian Grand Prix,RIC,Red Bull,16.0,98.304,97.313,96.841,4.0
2017,13,Italian Grand Prix,RAI,Ferrari,5.0,98.235,97.031,97.987,5.0
2017,13,Italian Grand Prix,OCO,Force India,3.0,98.775,97.58,97.719,6.0
2017,13,Italian Grand Prix,STR,Williams,2.0,97.653,97.002,97.032,7.0
2017,13,Italian Grand Prix,MAS,Williams,7.0,98.338,97.456,98.251,8.0
2017,13,Italian Grand Prix,PER,Force India,10.0,98.511,97.582,9999.0,9.0
2017,13,Italian Grand Prix,VER,Red Bull,13.0,97.344,96.113,96.702,10.0
2017,13,Italian Grand Prix,MAG,Haas F1 Team,9.0,100.489,9999.0,9999.0,11.0
2017,13,Italian Grand Prix,KVY,Toro Rosso,8.0,99.183,98.245,9999.0,12.0
2017,13,Italian Grand Prix,HUL,Renault,14.0,99.242,98.059,9999.0,13.0
2017,13,Italian Grand Prix,SAI,Toro Rosso,15.0,99.788,98.526,9999.0,14.0
2017,13,Italian Grand Prix,GRO,Haas F1 Team,20.0,103.355,9999.0,9999.0,15.0
2017,13,Italian Grand Prix,WEH,Sauber,12.0,101.875,9999.0,9999.0,16.0
2017,13,Italian Grand Prix,ALO,McLaren,19.0,99.134,98.202,9999.0,17.0
2017,13,Italian Grand Prix,ERI,Sauber,11.0,101.732,9999.0,9999.0,18.0
2017,13,Italian Grand Prix,VAN,McLaren,18.0,98.767,97.471,99.157,19.0
2017,13,Italian Grand Prix,PAL,Renault,17.0,100.646,9999.0,9999.0,20.0
2017,14,Singapore Grand Prix,HAM,Mercedes,5.0,102.455,100.577,100.126,1.0
2017,14,Singapore Grand Prix,RIC,Red Bull,3.0,102.063,100.385,99.84,2.0
2017,14,Singapore Grand Prix,BOT,Mercedes,6.0,103.137,101.409,100.81,3.0
2017,14,Singapore Grand Prix,SAI,Toro Rosso,10.0,102.176,101.826,102.056,4.0
2017,14,Singapore Grand Prix,PER,Force India,12.0,103.594,102.246,9999.0,5.0
2017,14,Singapore Grand Prix,PAL,Renault,11.0,102.472,102.107,9999.0,6.0
2017,14,Singapore Grand Prix,VAN,McLaren,9.0,102.222,101.227,101.398,7.0
2017,14,Singapore Grand Prix,STR,Williams,18.0,104.728,9999.0,9999.0,8.0
2017,14,Singapore Grand Prix,GRO,Haas F1 Team,15.0,103.627,103.883,9999.0,9.0
2017,14,Singapore Grand Prix,OCO,Force India,14.0,103.626,102.76,9999.0,10.0
2017,14,Singapore Grand Prix,MAS,Williams,17.0,104.014,9999.0,9999.0,11.0
2017,14,Singapore Grand Prix,WEH,Sauber,19.0,105.059,9999.0,9999.0,12.0
2017,14,Singapore Grand Prix,MAG,Haas F1 Team,16.0,103.756,9999.0,9999.0,13.0
2017,14,Singapore Grand Prix,HUL,Renault,7.0,102.586,101.277,101.013,14.0
2017,14,Singapore Grand Prix,ERI,Sauber,20.0,105.57,9999.0,9999.0,15.0
2017,14,Singapore Grand Prix,KVY,Toro Rosso,13.0,102.544,102.338,9999.0,16.0
2017,14,Singapore Grand Prix,ALO,McLaren,8.0,102.086,101.442,101.179,17.0
2017,14,Singapore Grand Prix,VET,Ferrari,1.0,103.336,100.529,99.491,18.0
2017,14,Singapore Grand Prix,VER,Red Bull,2.0,102.01,100.332,99.814,19.0
2017,14,Singapore Grand Prix,RAI,Ferrari,4.0,103.328,100.525,100.069,20.0
2017,15,Malaysian Grand Prix,VER,Red Bull,3.0,91.92,90.931,90.541,1.0
2017,15,Malaysian Grand Prix,HAM,Mercedes,1.0,91.605,90.977,90.076,2.0
2017,15,Malaysian Grand Prix,RIC,Red Bull,4.0,92.416,91.061,90.595,3.0
2017,15,Malaysian Grand Prix,VET,Ferrari,20.0,9999.0,9999.0,9999.0,4.0
2017,15,Malaysian Grand Prix,BOT,Mercedes,5.0,92.254,90.803,90.758,5.0
2017,15,Malaysian Grand Prix,PER,Force India,9.0,92.768,91.484,91.658,6.0
2017,15,Malaysian Grand Prix,VAN,McLaren,7.0,92.838,91.848,91.582,7.0
2017,15,Malaysian Grand Prix,STR,Williams,13.0,93.0,92.307,9999.0,8.0
2017,15,Malaysian Grand Prix,MAS,Williams,11.0,92.267,92.034,9999.0,9.0
2017,15,Malaysian Grand Prix,OCO,Force India,6.0,92.527,91.651,91.478,10.0
2017,15,Malaysian Grand Prix,ALO,McLaren,10.0,93.049,92.01,91.704,11.0
2017,15,Malaysian Grand Prix,MAG,Haas F1 Team,17.0,93.434,9999.0,9999.0,12.0
2017,15,Malaysian Grand Prix,GRO,Haas F1 Team,16.0,93.308,9999.0,9999.0,13.0
2017,15,Malaysian Grand Prix,GAS,Toro Rosso,15.0,92.547,92.558,9999.0,14.0
2017,15,Malaysian Grand Prix,PAL,Renault,12.0,92.576,92.1,9999.0,15.0
2017,15,Malaysian Grand Prix,HUL,Renault,8.0,92.586,91.778,91.607,16.0
2017,15,Malaysian Grand Prix,WEH,Sauber,18.0,93.483,9999.0,9999.0,17.0
2017,15,Malaysian Grand Prix,ERI,Sauber,19.0,93.97,9999.0,9999.0,18.0
2017,15,Malaysian Grand Prix,SAI,Toro Rosso,14.0,92.65,92.402,9999.0,19.0
2017,15,Malaysian Grand Prix,RAI,Ferrari,0.0,92.259,90.926,90.121,20.0
2017,16,Japanese Grand Prix,HAM,Mercedes,1.0,89.047,87.819,87.319,1.0
2017,16,Japanese Grand Prix,VER,Red Bull,4.0,89.181,88.747,88.332,2.0
2017,16,Japanese Grand Prix,RIC,Red Bull,3.0,89.475,88.935,88.306,3.0
2017,16,Japanese Grand Prix,BOT,Mercedes,6.0,89.332,88.543,87.651,4.0
2017,16,Japanese Grand Prix,RAI,Ferrari,10.0,89.163,89.079,88.498,5.0
2017,16,Japanese Grand Prix,OCO,Force India,5.0,90.115,89.199,89.111,6.0
2017,16,Japanese Grand Prix,PER,Force India,7.0,89.696,89.343,89.26,7.0
2017,16,Japanese Grand Prix,MAG,Haas F1 Team,12.0,90.774,89.972,9999.0,8.0
2017,16,Japanese Grand Prix,GRO,Haas F1 Team,13.0,90.849,9999.0,9999.0,9.0
2017,16,Japanese Grand Prix,MAS,Williams,8.0,90.352,89.687,89.48,10.0
2017,16,Japanese Grand Prix,ALO,McLaren,20.0,90.525,89.749,90.687,11.0
2017,16,Japanese Grand Prix,PAL,Renault,18.0,90.516,90.022,9999.0,12.0
2017,16,Japanese Grand Prix,GAS,Toro Rosso,14.0,91.317,9999.0,9999.0,13.0
2017,16,Japanese Grand Prix,VAN,McLaren,9.0,90.654,89.778,9999.0,14.0
2017,16,Japanese Grand Prix,WEH,Sauber,17.0,91.885,9999.0,9999.0,15.0
2017,16,Japanese Grand Prix,STR,Williams,15.0,91.409,9999.0,9999.0,16.0
2017,16,Japanese Grand Prix,HUL,Renault,11.0,90.252,89.879,9999.0,17.0
2017,16,Japanese Grand Prix,ERI,Sauber,16.0,91.597,9999.0,9999.0,18.0
2017,16,Japanese Grand Prix,VET,Ferrari,2.0,89.352,88.225,87.791,19.0
2017,16,Japanese Grand Prix,SAI,Toro Rosso,19.0,90.565,90.413,9999.0,20.0
2017,17,United States Grand Prix,HAM,Mercedes,1.0,94.822,93.437,93.108,1.0
2017,17,United States Grand Prix,VET,Ferrari,2.0,95.42,94.103,93.347,2.0
2017,17,United States Grand Prix,RAI,Ferrari,5.0,95.649,93.84,93.577,3.0
2017,17,United States Grand Prix,VER,Red Bull,16.0,94.899,94.716,93.658,4.0
2017,17,United States Grand Prix,BOT,Mercedes,3.0,95.309,93.769,93.568,5.0
2017,17,United States Grand Prix,OCO,Force India,6.0,95.849,95.113,94.647,6.0
2017,17,United States Grand Prix,SAI,Renault,7.0,95.517,94.899,94.852,7.0
2017,17,United States Grand Prix,PER,Force India,9.0,96.358,94.789,95.148,8.0
2017,17,United States Grand Prix,MAS,Williams,10.0,95.603,95.155,9999.0,9.0
2017,17,United States Grand Prix,KVY,Toro Rosso,11.0,96.073,95.529,9999.0,10.0
2017,17,United States Grand Prix,STR,Williams,15.0,96.868,9999.0,9999.0,11.0
2017,17,United States Grand Prix,VAN,McLaren,20.0,96.286,95.641,9999.0,12.0
2017,17,United States Grand Prix,HAR,Toro Rosso,19.0,96.889,9999.0,9999.0,13.0
2017,17,United States Grand Prix,GRO,Haas F1 Team,12.0,96.835,95.87,9999.0,14.0
2017,17,United States Grand Prix,ERI,Sauber,13.0,96.842,9999.0,9999.0,15.0
2017,17,United States Grand Prix,MAG,Haas F1 Team,17.0,97.394,9999.0,9999.0,16.0
2017,17,United States Grand Prix,ALO,McLaren,8.0,95.712,95.046,95.007,17.0
2017,17,United States Grand Prix,RIC,Red Bull,4.0,95.991,94.495,93.577,18.0
2017,17,United States Grand Prix,WEH,Sauber,14.0,97.179,9999.0,9999.0,19.0
2017,17,United States Grand Prix,HUL,Renault,18.0,95.74,9999.0,9999.0,20.0
2017,18,Mexican Grand Prix,VER,Red Bull,2.0,77.63,76.524,76.574,1.0
2017,18,Mexican Grand Prix,BOT,Mercedes,4.0,77.578,77.161,76.958,2.0
2017,18,Mexican Grand Prix,RAI,Ferrari,5.0,78.148,77.534,77.238,3.0
2017,18,Mexican Grand Prix,VET,Ferrari,1.0,77.665,76.87,76.488,4.0
2017,18,Mexican Grand Prix,OCO,Force India,6.0,78.336,77.827,77.437,5.0
2017,18,Mexican Grand Prix,STR,Williams,11.0,78.902,79.159,9999.0,6.0
2017,18,Mexican Grand Prix,PER,Force India,9.0,78.02,77.868,77.807,7.0
2017,18,Mexican Grand Prix,MAG,Haas F1 Team,14.0,79.443,9999.0,9999.0,8.0
2017,18,Mexican Grand Prix,HAM,Mercedes,3.0,77.518,77.035,76.934,9.0
2017,18,Mexican Grand Prix,ALO,McLaren,18.0,77.71,9999.0,9999.0,10.0
2017,18,Mexican Grand Prix,MAS,Williams,10.0,78.57,78.099,9999.0,11.0
2017,18,Mexican Grand Prix,VAN,McLaren,19.0,78.578,9999.0,9999.0,12.0
2017,18,Mexican Grand Prix,GAS,Toro Rosso,20.0,0.0,0.0,0.0,13.0
2017,18,Mexican Grand Prix,WEH,Sauber,13.0,79.333,9999.0,9999.0,14.0
2017,18,Mexican Grand Prix,GRO,Haas F1 Team,15.0,79.473,9999.0,9999.0,15.0
2017,18,Mexican Grand Prix,SAI,Renault,8.0,78.405,77.753,77.794,16.0
2017,18,Mexican Grand Prix,ERI,Sauber,12.0,79.176,9999.0,9999.0,17.0
2017,18,Mexican Grand Prix,HAR,Toro Rosso,17.0,78.683,9999.0,9999.0,18.0
2017,18,Mexican Grand Prix,HUL,Renault,7.0,78.322,77.792,77.466,19.0
2017,18,Mexican Grand Prix,RIC,Red Bull,16.0,78.208,77.631,77.447,20.0
2017,19,Brazilian Grand Prix,VET,Ferrari,2.0,69.643,68.494,68.36,1.0
2017,19,Brazilian Grand Prix,BOT,Mercedes,1.0,69.452,68.638,68.322,2.0
2017,19,Brazilian Grand Prix,RAI,Ferrari,3.0,69.405,69.116,68.538,3.0
2017,19,Brazilian Grand Prix,HAM,Mercedes,20.0,9999.0,9999.0,9999.0,4.0
2017,19,Brazilian Grand Prix,VER,Red Bull,4.0,69.82,69.05,68.925,5.0
2017,19,Brazilian Grand Prix,RIC,Red Bull,14.0,69.828,69.533,69.33,6.0
2017,19,Brazilian Grand Prix,MAS,Williams,9.0,69.789,69.612,69.841,7.0
2017,19,Brazilian Grand Prix,ALO,McLaren,6.0,70.172,69.593,69.617,8.0
2017,19,Brazilian Grand Prix,PER,Force India,5.0,70.145,69.76,69.598,9.0
2017,19,Brazilian Grand Prix,HUL,Renault,7.0,70.078,69.726,69.703,10.0
2017,19,Brazilian Grand Prix,SAI,Renault,8.0,70.227,69.768,69.805,11.0
2017,19,Brazilian Grand Prix,GAS,Toro Rosso,19.0,70.686,9999.0,9999.0,12.0
2017,19,Brazilian Grand Prix,ERI,Sauber,17.0,70.875,9999.0,9999.0,13.0
2017,19,Brazilian Grand Prix,WEH,Sauber,15.0,70.678,9999.0,9999.0,14.0
2017,19,Brazilian Grand Prix,GRO,Haas F1 Team,11.0,70.148,69.879,9999.0,15.0
2017,19,Brazilian Grand Prix,STR,Williams,16.0,70.776,9999.0,9999.0,16.0
2017,19,Brazilian Grand Prix,HAR,Toro Rosso,18.0,70.625,9999.0,9999.0,17.0
2017,19,Brazilian Grand Prix,OCO,Force India,10.0,70.168,69.83,9999.0,18.0
2017,19,Brazilian Grand Prix,VAN,McLaren,12.0,70.286,70.116,9999.0,19.0
2017,19,Brazilian Grand Prix,MAG,Haas F1 Team,13.0,70.521,70.154,9999.0,20.0
2017,20,Abu Dhabi Grand Prix,BOT,Mercedes,1.0,97.356,96.822,96.231,1.0
2017,20,Abu Dhabi Grand Prix,HAM,Mercedes,2.0,97.391,96.742,96.403,2.0
2017,20,Abu Dhabi Grand Prix,VET,Ferrari,3.0,97.817,97.023,96.777,3.0
2017,20,Abu Dhabi Grand Prix,RAI,Ferrari,5.0,97.453,97.302,96.985,4.0
2017,20,Abu Dhabi Grand Prix,VER,Red Bull,6.0,98.021,97.777,97.328,5.0
2017,20,Abu Dhabi Grand Prix,HUL,Renault,7.0,98.781,98.138,98.282,6.0
2017,20,Abu Dhabi Grand Prix,PER,Force India,8.0,98.601,98.359,98.374,7.0
2017,20,Abu Dhabi Grand Prix,OCO,Force India,9.0,98.896,98.392,98.397,8.0
2017,20,Abu Dhabi Grand Prix,ALO,McLaren,11.0,98.82,98.636,9999.0,9.0
2017,20,Abu Dhabi Grand Prix,MAS,Williams,10.0,98.629,98.565,98.55,10.0
2017,20,Abu Dhabi Grand Prix,GRO,Haas F1 Team,16.0,99.516,9999.0,9999.0,11.0
2017,20,Abu Dhabi Grand Prix,VAN,McLaren,13.0,98.777,98.808,9999.0,12.0
2017,20,Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,99.395,99.298,9999.0,13.0
2017,20,Abu Dhabi Grand Prix,WEH,Sauber,18.0,99.93,9999.0,9999.0,14.0
2017,20,Abu Dhabi Grand Prix,HAR,Toro Rosso,20.0,100.471,9999.0,9999.0,15.0
2017,20,Abu Dhabi Grand Prix,GAS,Toro Rosso,17.0,99.724,9999.0,9999.0,16.0
2017,20,Abu Dhabi Grand Prix,ERI,Sauber,19.0,99.994,9999.0,9999.0,17.0
2017,20,Abu Dhabi Grand Prix,STR,Williams,15.0,99.503,99.646,9999.0,18.0
2017,20,Abu Dhabi Grand Prix,SAI,Renault,12.0,98.81,98.725,9999.0,19.0
2017,20,Abu Dhabi Grand Prix,RIC,Red Bull,4.0,98.016,97.583,96.959,20.0
2018,1,Australian Grand Prix,VET,Ferrari,3.0,83.348,81.944,81.838,1.0
2018,1,Australian Grand Prix,HAM,Mercedes,1.0,82.824,82.051,81.164,2.0
2018,1,Australian Grand Prix,RAI,Ferrari,2.0,83.096,82.507,81.828,3.0
2018,1,Australian Grand Prix,RIC,Red Bull Racing,8.0,83.494,82.897,82.152,4.0
2018,1,Australian Grand Prix,ALO,McLaren,10.0,83.597,83.692,9999.0,5.0
2018,1,Australian Grand Prix,VER,Red Bull Racing,4.0,83.483,82.416,81.879,6.0
2018,1,Australian Grand Prix,HUL,Renault,7.0,83.782,83.544,83.532,7.0
2018,1,Australian Grand Prix,BOT,Mercedes,15.0,83.686,82.089,9999.0,8.0
2018,1,Australian Grand Prix,VAN,McLaren,11.0,84.073,83.853,9999.0,9.0
2018,1,Australian Grand Prix,SAI,Renault,9.0,83.529,83.061,83.577,10.0
2018,1,Australian Grand Prix,PER,Force India,12.0,84.344,84.005,9999.0,11.0
2018,1,Australian Grand Prix,OCO,Force India,14.0,84.503,84.786,9999.0,12.0
2018,1,Australian Grand Prix,LEC,Sauber,18.0,84.636,9999.0,9999.0,13.0
2018,1,Australian Grand Prix,STR,Williams,13.0,84.464,84.23,9999.0,14.0
2018,1,Australian Grand Prix,HAR,Toro Rosso,16.0,84.532,9999.0,9999.0,15.0
2018,1,Australian Grand Prix,GRO,Haas F1 Team,6.0,83.671,83.468,83.339,16.0
2018,1,Australian Grand Prix,MAG,Haas F1 Team,5.0,83.909,83.3,83.187,17.0
2018,1,Australian Grand Prix,GAS,Toro Rosso,20.0,85.295,9999.0,9999.0,18.0
2018,1,Australian Grand Prix,ERI,Sauber,17.0,84.556,9999.0,9999.0,19.0
2018,1,Australian Grand Prix,SIR,Williams,19.0,84.922,9999.0,9999.0,20.0
2018,2,Bahrain Grand Prix,VET,Ferrari,1.0,89.06,88.341,87.958,1.0
2018,2,Bahrain Grand Prix,BOT,Mercedes,3.0,89.275,88.794,88.124,2.0
2018,2,Bahrain Grand Prix,HAM,Mercedes,9.0,89.396,88.458,88.22,3.0
2018,2,Bahrain Grand Prix,GAS,Toro Rosso,5.0,90.121,89.836,89.329,4.0
2018,2,Bahrain Grand Prix,MAG,Haas F1 Team,6.0,89.594,89.623,89.358,5.0
2018,2,Bahrain Grand Prix,HUL,Renault,7.0,90.26,89.187,89.57,6.0
2018,2,Bahrain Grand Prix,ALO,McLaren,13.0,90.53,90.212,9999.0,7.0
2018,2,Bahrain Grand Prix,VAN,McLaren,14.0,90.479,90.525,9999.0,8.0
2018,2,Bahrain Grand Prix,ERI,Sauber,17.0,91.063,9999.0,9999.0,9.0
2018,2,Bahrain Grand Prix,OCO,Force India,8.0,90.338,90.009,89.874,10.0
2018,2,Bahrain Grand Prix,SAI,Renault,10.0,89.893,89.802,89.986,11.0
2018,2,Bahrain Grand Prix,LEC,Sauber,19.0,91.42,9999.0,9999.0,12.0
2018,2,Bahrain Grand Prix,GRO,Haas F1 Team,16.0,90.53,9999.0,9999.0,13.0
2018,2,Bahrain Grand Prix,STR,Williams,20.0,91.503,9999.0,9999.0,14.0
2018,2,Bahrain Grand Prix,SIR,Williams,18.0,91.414,9999.0,9999.0,15.0
2018,2,Bahrain Grand Prix,PER,Force India,12.0,90.218,90.156,9999.0,16.0
2018,2,Bahrain Grand Prix,HAR,Toro Rosso,11.0,90.412,90.105,9999.0,17.0
2018,2,Bahrain Grand Prix,RAI,Ferrari,2.0,88.951,88.515,88.101,18.0
2018,2,Bahrain Grand Prix,VER,Red Bull Racing,15.0,89.374,9999.0,9999.0,19.0
2018,2,Bahrain Grand Prix,RIC,Red Bull Racing,4.0,89.552,88.962,88.398,20.0
2018,3,Chinese Grand Prix,RIC,Red Bull Racing,6.0,93.877,92.688,91.948,1.0
2018,3,Chinese Grand Prix,BOT,Mercedes,3.0,92.921,92.063,91.625,2.0
2018,3,Chinese Grand Prix,RAI,Ferrari,2.0,92.474,92.286,91.182,3.0
2018,3,Chinese Grand Prix,HAM,Mercedes,4.0,93.283,91.914,91.675,4.0
2018,3,Chinese Grand Prix,VER,Red Bull Racing,5.0,92.932,92.809,91.796,5.0
2018,3,Chinese Grand Prix,HUL,Renault,7.0,93.545,92.494,92.532,6.0
2018,3,Chinese Grand Prix,ALO,McLaren,13.0,93.428,93.232,9999.0,7.0
2018,3,Chinese Grand Prix,VET,Ferrari,1.0,92.171,92.385,91.095,8.0
2018,3,Chinese Grand Prix,SAI,Renault,9.0,93.315,92.97,92.819,9.0
2018,3,Chinese Grand Prix,MAG,Haas F1 Team,11.0,93.359,92.986,9999.0,10.0
2018,3,Chinese Grand Prix,OCO,Force India,12.0,93.585,93.057,9999.0,11.0
2018,3,Chinese Grand Prix,PER,Force India,8.0,93.464,92.931,92.758,12.0
2018,3,Chinese Grand Prix,VAN,McLaren,14.0,93.824,93.505,9999.0,13.0
2018,3,Chinese Grand Prix,STR,Williams,18.0,94.285,9999.0,9999.0,14.0
2018,3,Chinese Grand Prix,SIR,Williams,16.0,94.062,9999.0,9999.0,15.0
2018,3,Chinese Grand Prix,ERI,Sauber,20.0,94.914,9999.0,9999.0,16.0
2018,3,Chinese Grand Prix,GRO,Haas F1 Team,10.0,93.238,92.524,92.855,17.0
2018,3,Chinese Grand Prix,GAS,Toro Rosso,17.0,94.101,9999.0,9999.0,18.0
2018,3,Chinese Grand Prix,LEC,Sauber,19.0,94.454,9999.0,9999.0,19.0
2018,3,Chinese Grand Prix,HAR,Toro Rosso,15.0,94.013,93.795,9999.0,20.0
2018,4,Azerbaijan Grand Prix,HAM,Mercedes,2.0,102.693,102.676,101.677,1.0
2018,4,Azerbaijan Grand Prix,RAI,Ferrari,6.0,102.538,102.51,102.49,2.0
2018,4,Azerbaijan Grand Prix,PER,Force India,8.0,103.992,103.366,102.547,3.0
2018,4,Azerbaijan Grand Prix,VET,Ferrari,1.0,102.762,103.015,101.498,4.0
2018,4,Azerbaijan Grand Prix,SAI,Renault,9.0,103.426,103.464,103.351,5.0
2018,4,Azerbaijan Grand Prix,LEC,Sauber,13.0,103.752,104.074,9999.0,6.0
2018,4,Azerbaijan Grand Prix,ALO,McLaren,12.0,104.01,104.019,9999.0,7.0
2018,4,Azerbaijan Grand Prix,STR,Williams,10.0,104.359,103.585,9999.0,8.0
