Season,Round,EventName,Abbreviation,TeamName,GridPosition,Q1_s,Q2_s,Q3_s,Position
2019,20,Brazilian Grand Prix,GAS,Toro Rosso,6.0,68.909,68.77,68.837,2.0
2019,20,Brazilian Grand Prix,SAI,McLaren,20.0,9999.0,9999.0,9999.0,3.0
2019,20,Brazilian Grand Prix,RAI,Alfa Romeo Racing,8.0,69.276,68.858,68.984,4.0
2019,20,Brazilian Grand Prix,GIO,Alfa Romeo Racing,12.0,69.175,68.919,9999.0,5.0
2019,20,Brazilian Grand Prix,RIC,Renault,11.0,69.086,68.903,9999.0,6.0
2019,20,Brazilian Grand Prix,HAM,Mercedes,3.0,68.614,68.088,67.699,7.0
2019,20,Brazilian Grand Prix,NOR,McLaren,10.0,68.891,68.868,9999.0,8.0
2019,20,Brazilian Grand Prix,PER,Racing Point,15.0,69.288,69.035,9999.0,9.0
2019,20,Brazilian Grand Prix,KVY,Toro Rosso,16.0,69.32,9999.0,9999.0,10.0
2019,20,Brazilian Grand Prix,MAG,Haas F1 Team,9.0,68.875,68.803,69.037,11.0
2019,20,Brazilian Grand Prix,RUS,Williams,18.0,70.126,9999.0,9999.0,12.0
2019,20,Brazilian Grand Prix,GRO,Haas F1 Team,7.0,69.197,68.705,68.854,13.0
2019,20,Brazilian Grand Prix,ALB,Red Bull Racing,5.0,68.503,68.117,67.935,14.0
2019,20,Brazilian Grand Prix,HUL,Renault,13.0,69.05,68.921,9999.0,15.0
2019,20,Brazilian Grand Prix,KUB,Williams,19.0,70.614,9999.0,9999.0,16.0
2019,20,Brazilian Grand Prix,VET,Ferrari,2.0,68.556,68.05,67.631,17.0
2019,20,Brazilian Grand Prix,LEC,Ferrari,14.0,68.496,67.888,67.728,18.0
2019,20,Brazilian Grand Prix,STR,Racing Point,17.0,69.536,9999.0,9999.0,19.0
2019,20,Brazilian Grand Prix,BOT,Mercedes,4.0,68.545,68.232,67.874,20.0
2019,21,Abu Dhabi Grand Prix,HAM,Mercedes,1.0,95.851,95.634,94.779,1.0
2019,21,Abu Dhabi Grand Prix,VER,Red Bull Racing,2.0,96.39,96.275,95.139,2.0
2019,21,Abu Dhabi Grand Prix,LEC,Ferrari,3.0,96.478,95.543,95.219,3.0
2019,21,Abu Dhabi Grand Prix,BOT,Mercedes,20.0,96.2,95.674,94.973,4.0
2019,21,Abu Dhabi Grand Prix,VET,Ferrari,4.0,96.963,95.786,95.339,5.0
2019,21,Abu Dhabi Grand Prix,ALB,Red Bull Racing,5.0,96.102,96.718,95.682,6.0
2019,21,Abu Dhabi Grand Prix,PER,Racing Point,10.0,96.961,97.055,9999.0,7.0
2019,21,Abu Dhabi Grand Prix,NOR,McLaren,6.0,97.545,96.764,96.436,8.0
2019,21,Abu Dhabi Grand Prix,KVY,Toro Rosso,13.0,97.683,97.141,9999.0,9.0
2019,21,Abu Dhabi Grand Prix,SAI,McLaren,8.0,97.358,96.308,96.459,10.0
2019,21,Abu Dhabi Grand Prix,RIC,Renault,7.0,97.106,96.785,96.456,11.0
2019,21,Abu Dhabi Grand Prix,HUL,Renault,9.0,97.506,96.859,96.71,12.0
2019,21,Abu Dhabi Grand Prix,RAI,Alfa Romeo Racing,17.0,98.383,9999.0,9999.0,13.0
2019,21,Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,97.71,97.254,9999.0,14.0
2019,21,Abu Dhabi Grand Prix,GRO,Haas F1 Team,15.0,98.051,9999.0,9999.0,15.0
2019,21,Abu Dhabi Grand Prix,GIO,Alfa Romeo Racing,16.0,98.114,9999.0,9999.0,16.0
2019,21,Abu Dhabi Grand Prix,RUS,Williams,18.0,98.717,9999.0,9999.0,17.0
2019,21,Abu Dhabi Grand Prix,GAS,Toro Rosso,11.0,97.198,97.089,9999.0,18.0
2019,21,Abu Dhabi Grand Prix,KUB,Williams,19.0,99.236,9999.0,9999.0,19.0
2019,21,Abu Dhabi Grand Prix,STR,Racing Point,12.0,97.528,97.103,9999.0,20.0
2020,1,Austrian Grand Prix,BOT,Mercedes,1.0,64.111,63.015,62.939,1.0
2020,1,Austrian Grand Prix,LEC,Ferrari,7.0,64.5,64.041,63.923,2.0
2020,1,Austrian Grand Prix,NOR,McLaren,3.0,64.606,63.819,63.626,3.0
2020,1,Austrian Grand Prix,HAM,Mercedes,5.0,64.198,63.096,62.951,4.0
2020,1,Austrian Grand Prix,SAI,McLaren,8.0,64.537,63.971,63.971,5.0
2020,1,Austrian Grand Prix,PER,Racing Point,6.0,64.543,63.86,63.868,6.0
2020,1,Austrian Grand Prix,GAS,AlphaTauri,12.0,64.603,64.305,9999.0,7.0
2020,1,Austrian Grand Prix,OCO,Renault,14.0,64.933,64.643,9999.0,8.0
2020,1,Austrian Grand Prix,GIO,Alfa Romeo Racing,18.0,65.175,9999.0,9999.0,9.0
2020,1,Austrian Grand Prix,VET,Ferrari,11.0,64.554,64.206,9999.0,10.0
2020,1,Austrian Grand Prix,LAT,Williams,20.0,65.757,9999.0,9999.0,11.0
2020,1,Austrian Grand Prix,KVY,AlphaTauri,13.0,65.031,64.431,9999.0,12.0
2020,1,Austrian Grand Prix,ALB,Red Bull Racing,4.0,64.661,63.746,63.868,13.0
2020,1,Austrian Grand Prix,RAI,Alfa Romeo Racing,19.0,65.224,9999.0,9999.0,14.0
2020,1,Austrian Grand Prix,RUS,Williams,17.0,65.167,9999.0,9999.0,15.0
2020,1,Austrian Grand Prix,GRO,Haas F1 Team,15.0,65.094,64.691,9999.0,16.0
2020,1,Austrian Grand Prix,MAG,Haas F1 Team,16.0,65.164,9999.0,9999.0,17.0
2020,1,Austrian Grand Prix,STR,Racing Point,9.0,64.309,63.955,64.029,18.0
2020,1,Austrian Grand Prix,RIC,Renault,10.0,64.556,64.023,64.239,19.0
2020,1,Austrian Grand Prix,VER,Red Bull Racing,2.0,64.024,64.0,63.477,20.0
2020,2,Styrian Grand Prix,HAM,Mercedes,1.0,78.188,77.825,79.273,1.0
2020,2,Styrian Grand Prix,BOT,Mercedes,4.0,78.791,78.657,80.701,2.0
2020,2,Styrian Grand Prix,VER,Red Bull Racing,2.0,78.297,77.938,80.489,3.0
2020,2,Styrian Grand Prix,ALB,Red Bull Racing,6.0,80.882,79.014,81.011,4.0
2020,2,Styrian Grand Prix,NOR,McLaren,9.0,78.504,78.448,80.925,5.0
2020,2,Styrian Grand Prix,PER,Racing Point,17.0,81.607,9999.0,9999.0,6.0
2020,2,Styrian Grand Prix,STR,Racing Point,12.0,79.697,79.645,9999.0,7.0
2020,2,Styrian Grand Prix,RIC,Renault,8.0,79.662,79.229,81.192,8.0
2020,2,Styrian Grand Prix,SAI,McLaren,3.0,78.59,78.836,80.671,9.0
2020,2,Styrian Grand Prix,KVY,AlphaTauri,13.0,79.824,79.717,9999.0,10.0
2020,2,Styrian Grand Prix,RAI,Alfa Romeo Racing,16.0,81.14,9999.0,9999.0,11.0
2020,2,Styrian Grand Prix,MAG,Haas F1 Team,15.0,81.14,80.211,9999.0,12.0
2020,2,Styrian Grand Prix,GRO,Haas F1 Team,0.0,9999.0,9999.0,9999.0,13.0
2020,2,Styrian Grand Prix,GIO,Alfa Romeo Racing,19.0,81.831,9999.0,9999.0,14.0
2020,2,Styrian Grand Prix,GAS,AlphaTauri,7.0,80.192,78.744,81.028,15.0
2020,2,Styrian Grand Prix,RUS,Williams,11.0,80.382,79.636,9999.0,16.0
2020,2,Styrian Grand Prix,LAT,Williams,18.0,81.759,9999.0,9999.0,17.0
2020,2,Styrian Grand Prix,OCO,Renault,5.0,79.687,78.764,80.922,18.0
2020,2,Styrian Grand Prix,LEC,Ferrari,14.0,80.871,79.628,9999.0,19.0
2020,2,Styrian Grand Prix,VET,Ferrari,10.0,80.243,79.545,81.651,20.0
2020,3,Hungarian Grand Prix,HAM,Mercedes,1.0,74.907,74.261,73.447,1.0
2020,3,Hungarian Grand Prix,VER,Red Bull Racing,7.0,75.495,74.976,74.849,2.0
2020,3,Hungarian Grand Prix,BOT,Mercedes,2.0,75.474,74.53,73.554,3.0
2020,3,Hungarian Grand Prix,STR,Racing Point,3.0,74.895,75.176,74.377,4.0
2020,3,Hungarian Grand Prix,ALB,Red Bull Racing,13.0,75.722,75.715,9999.0,5.0
2020,3,Hungarian Grand Prix,VET,Ferrari,5.0,75.455,75.131,74.774,6.0
2020,3,Hungarian Grand Prix,PER,Racing Point,4.0,74.681,75.394,74.545,7.0
2020,3,Hungarian Grand Prix,RIC,Renault,11.0,75.848,75.661,9999.0,8.0
2020,3,Hungarian Grand Prix,SAI,McLaren,9.0,75.281,75.267,75.027,9.0
2020,3,Hungarian Grand Prix,MAG,Haas F1 Team,0.0,76.152,9999.0,9999.0,10.0
2020,3,Hungarian Grand Prix,LEC,Ferrari,6.0,75.793,75.006,74.817,11.0
2020,3,Hungarian Grand Prix,KVY,AlphaTauri,17.0,76.204,9999.0,9999.0,12.0
2020,3,Hungarian Grand Prix,NOR,McLaren,8.0,75.444,75.085,74.966,13.0
2020,3,Hungarian Grand Prix,OCO,Renault,14.0,75.719,75.742,9999.0,14.0
2020,3,Hungarian Grand Prix,RAI,Alfa Romeo Racing,20.0,76.614,9999.0,9999.0,15.0
2020,3,Hungarian Grand Prix,GRO,Haas F1 Team,0.0,76.407,9999.0,9999.0,16.0
2020,3,Hungarian Grand Prix,GIO,Alfa Romeo Racing,19.0,76.506,9999.0,9999.0,17.0
2020,3,Hungarian Grand Prix,RUS,Williams,12.0,75.585,75.698,9999.0,18.0
2020,3,Hungarian Grand Prix,LAT,Williams,15.0,76.105,76.544,9999.0,19.0
2020,3,Hungarian Grand Prix,GAS,AlphaTauri,10.0,75.767,75.508,9999.0,20.0
2020,4,British Grand Prix,HAM,Mercedes,1.0,85.9,85.347,84.303,1.0
2020,4,British Grand Prix,VER,Red Bull Racing,3.0,86.115,86.144,85.325,2.0
2020,4,British Grand Prix,LEC,Ferrari,4.0,86.55,86.203,85.427,3.0
2020,4,British Grand Prix,RIC,Renault,8.0,86.677,86.339,86.009,4.0
2020,4,British Grand Prix,NOR,McLaren,5.0,86.855,86.42,85.782,5.0
2020,4,British Grand Prix,OCO,Renault,9.0,86.396,86.252,86.209,6.0
2020,4,British Grand Prix,GAS,AlphaTauri,11.0,86.343,86.501,9999.0,7.0
2020,4,British Grand Prix,ALB,Red Bull Racing,12.0,86.565,86.545,9999.0,8.0
2020,4,British Grand Prix,STR,Racing Point,6.0,86.243,86.501,85.839,9.0
2020,4,British Grand Prix,VET,Ferrari,10.0,86.469,86.455,86.339,10.0
2020,4,British Grand Prix,BOT,Mercedes,2.0,85.801,85.015,84.616,11.0
2020,4,British Grand Prix,RUS,Williams,20.0,86.732,87.092,9999.0,12.0
2020,4,British Grand Prix,SAI,McLaren,7.0,86.715,86.149,85.965,13.0
2020,4,British Grand Prix,GIO,Alfa Romeo Racing,15.0,87.164,9999.0,9999.0,14.0
2020,4,British Grand Prix,LAT,Williams,18.0,87.705,9999.0,9999.0,15.0
2020,4,British Grand Prix,GRO,Haas F1 Team,17.0,87.643,9999.0,9999.0,16.0
2020,4,British Grand Prix,RAI,Alfa Romeo Racing,16.0,87.366,9999.0,9999.0,17.0
2020,4,British Grand Prix,KVY,AlphaTauri,19.0,86.774,86.744,9999.0,18.0
2020,4,British Grand Prix,MAG,Haas F1 Team,14.0,87.158,9999.0,9999.0,19.0
2020,4,British Grand Prix,HUL,Racing Point,13.0,86.327,86.566,9999.0,20.0
2020,5,70th Anniversary Grand Prix,VER,Red Bull Racing,4.0,87.154,86.779,86.176,1.0
2020,5,70th Anniversary Grand Prix,HAM,Mercedes,2.0,86.818,86.266,85.217,2.0
2020,5,70th Anniversary Grand Prix,BOT,Mercedes,1.0,86.738,85.785,85.154,3.0
2020,5,70th Anniversary Grand Prix,LEC,Ferrari,8.0,87.427,86.709,86.614,4.0
2020,5,70th Anniversary Grand Prix,ALB,Red Bull Racing,9.0,87.153,86.642,86.669,5.0
2020,5,70th Anniversary Grand Prix,STR,Racing Point,6.0,87.187,86.674,86.428,6.0
2020,5,70th Anniversary Grand Prix,HUL,Racing Point,3.0,87.279,86.261,86.082,7.0
2020,5,70th Anniversary Grand Prix,OCO,Renault,14.0,87.278,87.011,9999.0,8.0
2020,5,70th Anniversary Grand Prix,NOR,McLaren,10.0,87.217,86.885,86.778,9.0
2020,5,70th Anniversary Grand Prix,KVY,AlphaTauri,16.0,87.882,9999.0,9999.0,10.0
2020,5,70th Anniversary Grand Prix,GAS,AlphaTauri,7.0,87.154,86.523,86.534,11.0
2020,5,70th Anniversary Grand Prix,VET,Ferrari,11.0,87.612,87.078,9999.0,12.0
2020,5,70th Anniversary Grand Prix,SAI,McLaren,12.0,87.45,87.083,9999.0,13.0
2020,5,70th Anniversary Grand Prix,RIC,Renault,5.0,87.442,86.636,86.297,14.0
2020,5,70th Anniversary Grand Prix,RAI,Alfa Romeo Racing,20.0,88.493,9999.0,9999.0,15.0
2020,5,70th Anniversary Grand Prix,GRO,Haas F1 Team,13.0,87.519,87.254,9999.0,16.0
2020,5,70th Anniversary Grand Prix,GIO,Alfa Romeo Racing,19.0,88.433,9999.0,9999.0,17.0
2020,5,70th Anniversary Grand Prix,RUS,Williams,15.0,87.757,87.455,9999.0,18.0
2020,5,70th Anniversary Grand Prix,LAT,Williams,18.0,88.43,9999.0,9999.0,19.0
2020,5,70th Anniversary Grand Prix,MAG,Haas F1 Team,17.0,88.236,9999.0,9999.0,20.0
2020,6,Spanish Grand Prix,HAM,Mercedes,1.0,76.872,76.013,75.584,1.0
2020,6,Spanish Grand Prix,VER,Red Bull Racing,3.0,77.213,76.518,76.292,2.0
2020,6,Spanish Grand Prix,BOT,Mercedes,2.0,77.243,76.152,75.643,3.0
2020,6,Spanish Grand Prix,STR,Racing Point,5.0,77.316,76.666,76.589,4.0
2020,6,Spanish Grand Prix,PER,Racing Point,4.0,77.117,76.936,76.482,5.0
2020,6,Spanish Grand Prix,SAI,McLaren,7.0,77.438,76.876,77.044,6.0
2020,6,Spanish Grand Prix,VET,Ferrari,11.0,77.573,77.168,9999.0,7.0
2020,6,Spanish Grand Prix,ALB,Red Bull Racing,6.0,77.419,77.163,77.029,8.0
2020,6,Spanish Grand Prix,GAS,AlphaTauri,10.0,77.356,76.8,77.136,9.0
2020,6,Spanish Grand Prix,NOR,McLaren,8.0,77.577,77.166,77.084,10.0
2020,6,Spanish Grand Prix,RIC,Renault,13.0,77.667,77.198,9999.0,11.0
2020,6,Spanish Grand Prix,KVY,AlphaTauri,12.0,77.676,77.192,9999.0,12.0
2020,6,Spanish Grand Prix,OCO,Renault,15.0,77.765,77.567,9999.0,13.0
2020,6,Spanish Grand Prix,RAI,Alfa Romeo Racing,14.0,77.797,77.386,9999.0,14.0
2020,6,Spanish Grand Prix,MAG,Haas F1 Team,16.0,77.908,9999.0,9999.0,15.0
2020,6,Spanish Grand Prix,GIO,Alfa Romeo Racing,20.0,78.697,9999.0,9999.0,16.0
2020,6,Spanish Grand Prix,RUS,Williams,18.0,78.099,9999.0,9999.0,17.0
2020,6,Spanish Grand Prix,LAT,Williams,19.0,78.532,9999.0,9999.0,18.0
2020,6,Spanish Grand Prix,GRO,Haas F1 Team,17.0,78.089,9999.0,9999.0,19.0
2020,6,Spanish Grand Prix,LEC,Ferrari,9.0,77.256,76.953,77.087,20.0
2020,7,Belgian Grand Prix,HAM,Mercedes,1.0,102.323,102.014,101.252,1.0
2020,7,Belgian Grand Prix,BOT,Mercedes,2.0,102.534,102.126,101.763,2.0
2020,7,Belgian Grand Prix,VER,Red Bull Racing,3.0,103.197,102.473,101.778,3.0
2020,7,Belgian Grand Prix,RIC,Renault,4.0,103.309,102.487,102.061,4.0
2020,7,Belgian Grand Prix,OCO,Renault,6.0,103.505,102.534,102.396,5.0
2020,7,Belgian Grand Prix,ALB,Red Bull Racing,5.0,103.418,102.193,102.264,6.0
2020,7,Belgian Grand Prix,NOR,McLaren,10.0,103.514,102.722,102.657,7.0
2020,7,Belgian Grand Prix,GAS,AlphaTauri,12.0,103.262,102.745,9999.0,8.0
2020,7,Belgian Grand Prix,STR,Racing Point,9.0,103.265,102.491,102.603,9.0
2020,7,Belgian Grand Prix,PER,Racing Point,8.0,103.349,102.67,102.532,10.0
2020,7,Belgian Grand Prix,KVY,AlphaTauri,11.0,103.267,102.73,9999.0,11.0
2020,7,Belgian Grand Prix,RAI,Alfa Romeo Racing,16.0,103.743,9999.0,9999.0,12.0
2020,7,Belgian Grand Prix,VET,Ferrari,14.0,103.567,103.261,9999.0,13.0
2020,7,Belgian Grand Prix,LEC,Ferrari,13.0,103.656,102.996,9999.0,14.0
2020,7,Belgian Grand Prix,GRO,Haas F1 Team,17.0,103.838,9999.0,9999.0,15.0
2020,7,Belgian Grand Prix,LAT,Williams,19.0,104.138,9999.0,9999.0,16.0
2020,7,Belgian Grand Prix,MAG,Haas F1 Team,20.0,104.314,9999.0,9999.0,17.0
2020,7,Belgian Grand Prix,GIO,Alfa Romeo Racing,18.0,103.95,9999.0,9999.0,18.0
2020,7,Belgian Grand Prix,RUS,Williams,15.0,103.63,103.468,9999.0,19.0
2020,7,Belgian Grand Prix,SAI,McLaren,7.0,103.322,102.478,102.438,20.0
2020,8,Italian Grand Prix,GAS,AlphaTauri,10.0,80.145,79.909,80.177,1.0
2020,8,Italian Grand Prix,SAI,McLaren,3.0,80.099,79.705,79.695,2.0
2020,8,Italian Grand Prix,STR,Racing Point,8.0,80.4,79.924,80.049,3.0
2020,8,Italian Grand Prix,NOR,McLaren,6.0,80.344,79.962,79.82,4.0
2020,8,Italian Grand Prix,BOT,Mercedes,2.0,79.786,78.952,78.956,5.0
2020,8,Italian Grand Prix,RIC,Renault,7.0,80.548,80.031,79.864,6.0
2020,8,Italian Grand Prix,HAM,Mercedes,1.0,79.514,79.092,78.887,7.0
2020,8,Italian Grand Prix,OCO,Renault,12.0,80.747,80.234,9999.0,8.0
2020,8,Italian Grand Prix,KVY,AlphaTauri,11.0,80.307,80.169,9999.0,9.0
2020,8,Italian Grand Prix,PER,Racing Point,4.0,80.048,79.718,79.72,10.0
2020,8,Italian Grand Prix,LAT,Williams,20.0,81.717,9999.0,9999.0,11.0
2020,8,Italian Grand Prix,GRO,Haas F1 Team,16.0,81.139,9999.0,9999.0,12.0
2020,8,Italian Grand Prix,RAI,Alfa Romeo Racing,14.0,81.01,80.926,9999.0,13.0
2020,8,Italian Grand Prix,RUS,Williams,19.0,81.587,9999.0,9999.0,14.0
2020,8,Italian Grand Prix,ALB,Red Bull Racing,9.0,81.104,80.064,80.09,15.0
2020,8,Italian Grand Prix,GIO,Alfa Romeo Racing,18.0,81.206,9999.0,9999.0,16.0
2020,8,Italian Grand Prix,VER,Red Bull Racing,5.0,80.193,79.78,79.795,17.0
2020,8,Italian Grand Prix,LEC,Ferrari,13.0,80.443,80.273,9999.0,18.0
2020,8,Italian Grand Prix,MAG,Haas F1 Team,15.0,80.869,81.573,9999.0,19.0
2020,8,Italian Grand Prix,VET,Ferrari,17.0,81.151,9999.0,9999.0,20.0
2020,9,Tuscan Grand Prix,HAM,Mercedes,1.0,75.778,75.309,75.144,1.0
2020,9,Tuscan Grand Prix,BOT,Mercedes,2.0,75.749,75.322,75.203,2.0
2020,9,Tuscan Grand Prix,ALB,Red Bull Racing,4.0,76.527,75.914,75.954,3.0
2020,9,Tuscan Grand Prix,RIC,Renault,8.0,76.981,76.243,76.543,4.0
2020,9,Tuscan Grand Prix,PER,Racing Point,7.0,76.596,76.489,76.311,5.0
2020,9,Tuscan Grand Prix,NOR,McLaren,11.0,76.895,76.64,9999.0,6.0
2020,9,Tuscan Grand Prix,KVY,AlphaTauri,12.0,76.928,76.854,9999.0,7.0
2020,9,Tuscan Grand Prix,LEC,Ferrari,5.0,76.698,76.324,76.27,8.0
2020,9,Tuscan Grand Prix,RAI,Alfa Romeo Racing,13.0,77.059,76.854,9999.0,9.0
2020,9,Tuscan Grand Prix,VET,Ferrari,14.0,77.072,76.858,9999.0,10.0
2020,9,Tuscan Grand Prix,RUS,Williams,18.0,77.232,9999.0,9999.0,11.0
2020,9,Tuscan Grand Prix,GRO,Haas F1 Team,15.0,77.069,77.254,9999.0,12.0
2020,9,Tuscan Grand Prix,STR,Racing Point,6.0,76.701,76.271,76.356,13.0
2020,9,Tuscan Grand Prix,OCO,Renault,10.0,76.825,76.297,9999.0,14.0
2020,9,Tuscan Grand Prix,LAT,Williams,19.0,77.32,9999.0,9999.0,15.0
2020,9,Tuscan Grand Prix,MAG,Haas F1 Team,20.0,77.348,9999.0,9999.0,16.0
2020,9,Tuscan Grand Prix,GIO,Alfa Romeo Racing,17.0,77.22,9999.0,9999.0,17.0
2020,9,Tuscan Grand Prix,SAI,McLaren,9.0,76.993,76.522,77.87,18.0
2020,9,Tuscan Grand Prix,VER,Red Bull Racing,3.0,76.335,75.471,75.509,19.0
2020,9,Tuscan Grand Prix,GAS,AlphaTauri,16.0,77.125,9999.0,9999.0,20.0
2020,10,Russian Grand Prix,BOT,Mercedes,3.0,92.656,92.405,91.956,1.0
2020,10,Russian Grand Prix,VER,Red Bull Racing,2.0,93.63,93.157,91.867,2.0
2020,10,Russian Grand Prix,HAM,Mercedes,1.0,92.983,92.835,91.304,3.0
2020,10,Russian Grand Prix,PER,Racing Point,4.0,93.704,93.038,92.317,4.0
2020,10,Russian Grand Prix,RIC,Renault,5.0,93.65,92.218,92.364,5.0
2020,10,Russian Grand Prix,LEC,Ferrari,10.0,94.071,93.239,9999.0,6.0
2020,10,Russian Grand Prix,OCO,Renault,7.0,93.557,93.196,92.624,7.0
2020,10,Russian Grand Prix,KVY,AlphaTauri,11.0,93.511,93.249,9999.0,8.0
2020,10,Russian Grand Prix,GAS,AlphaTauri,9.0,93.734,93.139,93.0,9.0
2020,10,Russian Grand Prix,ALB,Red Bull Racing,15.0,93.919,93.153,93.008,10.0
2020,10,Russian Grand Prix,GIO,Alfa Romeo Racing,17.0,94.594,9999.0,9999.0,11.0
2020,10,Russian Grand Prix,MAG,Haas F1 Team,18.0,94.681,9999.0,9999.0,12.0
2020,10,Russian Grand Prix,VET,Ferrari,14.0,94.134,93.609,9999.0,13.0
2020,10,Russian Grand Prix,RAI,Alfa Romeo Racing,19.0,95.267,9999.0,9999.0,14.0
2020,10,Russian Grand Prix,NOR,McLaren,8.0,93.804,93.081,92.847,15.0
2020,10,Russian Grand Prix,LAT,Williams,20.0,95.066,9999.0,9999.0,16.0
2020,10,Russian Grand Prix,GRO,Haas F1 Team,16.0,94.592,9999.0,9999.0,17.0
2020,10,Russian Grand Prix,RUS,Williams,13.0,94.02,93.583,9999.0,18.0
2020,10,Russian Grand Prix,SAI,McLaren,6.0,93.967,92.757,92.55,19.0
2020,10,Russian Grand Prix,STR,Racing Point,12.0,93.852,93.364,9999.0,20.0
2020,11,Eifel Grand Prix,HAM,Mercedes,2.0,86.62,85.39,85.525,1.0
2020,11,Eifel Grand Prix,VER,Red Bull Racing,3.0,86.319,85.467,85.562,2.0
2020,11,Eifel Grand Prix,RIC,Renault,6.0,86.836,86.096,86.223,3.0
2020,11,Eifel Grand Prix,PER,Racing Point,9.0,87.12,86.33,86.704,4.0
2020,11,Eifel Grand Prix,SAI,McLaren,10.0,87.378,86.361,86.709,5.0
2020,11,Eifel Grand Prix,GAS,AlphaTauri,12.0,87.072,86.776,9999.0,6.0
2020,11,Eifel Grand Prix,LEC,Ferrari,4.0,86.857,86.24,86.035,7.0
2020,11,Eifel Grand Prix,HUL,Racing Point,20.0,88.021,9999.0,9999.0,8.0
2020,11,Eifel Grand Prix,GRO,Haas F1 Team,16.0,87.552,9999.0,9999.0,9.0
2020,11,Eifel Grand Prix,GIO,Alfa Romeo Racing,14.0,87.532,86.936,9999.0,10.0
2020,11,Eifel Grand Prix,VET,Ferrari,11.0,87.107,86.738,9999.0,11.0
2020,11,Eifel Grand Prix,RAI,Alfa Romeo Racing,19.0,87.817,9999.0,9999.0,12.0
2020,11,Eifel Grand Prix,MAG,Haas F1 Team,15.0,87.231,87.125,9999.0,13.0
2020,11,Eifel Grand Prix,LAT,Williams,18.0,87.812,9999.0,9999.0,14.0
2020,11,Eifel Grand Prix,KVY,AlphaTauri,13.0,87.285,86.848,9999.0,15.0
2020,11,Eifel Grand Prix,NOR,McLaren,8.0,86.829,86.316,86.458,16.0
2020,11,Eifel Grand Prix,ALB,Red Bull Racing,5.0,87.126,86.285,86.047,17.0
2020,11,Eifel Grand Prix,OCO,Renault,7.0,87.086,86.364,86.242,18.0
2020,11,Eifel Grand Prix,BOT,Mercedes,1.0,86.573,85.971,85.269,19.0
2020,11,Eifel Grand Prix,RUS,Williams,17.0,87.564,9999.0,9999.0,20.0
2020,12,Portuguese Grand Prix,HAM,Mercedes,1.0,76.828,76.824,76.652,1.0
2020,12,Portuguese Grand Prix,BOT,Mercedes,2.0,76.945,76.466,76.754,2.0
2020,12,Portuguese Grand Prix,VER,Red Bull Racing,3.0,76.879,77.038,76.904,3.0
2020,12,Portuguese Grand Prix,LEC,Ferrari,4.0,77.421,77.367,77.09,4.0
2020,12,Portuguese Grand Prix,GAS,AlphaTauri,9.0,77.209,77.367,77.803,5.0
2020,12,Portuguese Grand Prix,SAI,McLaren,7.0,77.627,77.183,77.52,6.0
2020,12,Portuguese Grand Prix,PER,Racing Point,5.0,77.37,77.129,77.223,7.0
2020,12,Portuguese Grand Prix,OCO,Renault,11.0,77.775,77.614,9999.0,8.0
2020,12,Portuguese Grand Prix,RIC,Renault,10.0,77.621,77.481,9999.0,9.0
2020,12,Portuguese Grand Prix,VET,Ferrari,15.0,77.446,77.919,9999.0,10.0
2020,12,Portuguese Grand Prix,RAI,Alfa Romeo Racing,16.0,78.201,9999.0,9999.0,11.0
2020,12,Portuguese Grand Prix,ALB,Red Bull Racing,6.0,77.435,77.411,77.437,12.0
2020,12,Portuguese Grand Prix,NOR,McLaren,8.0,77.547,77.321,77.525,13.0
2020,12,Portuguese Grand Prix,RUS,Williams,14.0,77.931,77.788,9999.0,14.0
2020,12,Portuguese Grand Prix,GIO,Alfa Romeo Racing,17.0,78.323,9999.0,9999.0,15.0
2020,12,Portuguese Grand Prix,MAG,Haas F1 Team,19.0,78.508,9999.0,9999.0,16.0
2020,12,Portuguese Grand Prix,GRO,Haas F1 Team,18.0,78.364,9999.0,9999.0,17.0
2020,12,Portuguese Grand Prix,LAT,Williams,20.0,78.777,9999.0,9999.0,18.0
2020,12,Portuguese Grand Prix,KVY,AlphaTauri,13.0,77.841,77.728,9999.0,19.0
2020,12,Portuguese Grand Prix,STR,Racing Point,12.0,77.667,77.626,9999.0,20.0
2020,13,Emilia Romagna Grand Prix,HAM,Mercedes,2.0,74.229,74.643,73.706,1.0
2020,13,Emilia Romagna Grand Prix,BOT,Mercedes,1.0,74.221,74.585,73.609,2.0
2020,13,Emilia Romagna Grand Prix,RIC,Renault,5.0,75.474,74.953,74.52,3.0
2020,13,Emilia Romagna Grand Prix,KVY,AlphaTauri,8.0,75.412,75.022,74.696,4.0
2020,13,Emilia Romagna Grand Prix,LEC,Ferrari,7.0,75.123,75.017,74.616,5.0
2020,13,Emilia Romagna Grand Prix,PER,Racing Point,11.0,75.407,75.061,9999.0,6.0
2020,13,Emilia Romagna Grand Prix,SAI,McLaren,10.0,75.528,75.027,74.911,7.0
2020,13,Emilia Romagna Grand Prix,NOR,McLaren,9.0,75.274,75.051,74.814,8.0
2020,13,Emilia Romagna Grand Prix,RAI,Alfa Romeo Racing,18.0,75.953,9999.0,9999.0,9.0
2020,13,Emilia Romagna Grand Prix,GIO,Alfa Romeo Racing,20.0,76.208,9999.0,9999.0,10.0
2020,13,Emilia Romagna Grand Prix,LAT,Williams,19.0,75.987,9999.0,9999.0,11.0
